"Source Name",Name,"Program Name","Processor Architecture","Temporary Files Directory",Path,"Product ID",Owner,"Data Source"
"001-003-LAptop-Pavana T3.E01",DESKTOP-2TQHS9Q,"Windows 10 Pro",AMD64,"%SystemRoot%\TEMP","C:\Windows",00331-10000-00001-AA087,ken,"001-003-LAptop-Pavana T3.E01"
